id;title;fonoteegi_nr;description;eetris;kestus;toimetajad;kategooria;esinejad;url;video
3692;PÄEVAKAJA NR. 17691 kl. 20.;RMARH-25194;"";06.10.2009;00:14:06;Toom Uku;Päevakaja;"Toom Uku, Järve Ain, Müüripeal Piret, Grauberg Martha, Veigel Piret, Kull Kadi, Otsmaa Margitta, Kelam Tunne, Jürgenson Marek, Šalda Toomas";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17691-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25194_RMARHIIV.m4a
3693;PÄEVAKAJA NR. 17691 kl. 18.;RMARH-25193;"";06.10.2009;00:18:31;Toom Uku;Päevakaja;"Toom Uku, Veigel Piret, Kull Kadi, Otsmaa Margitta, Järve Ain, Grauberg Martha, Ring Margus, Püss Fred, Eentalu Riina, Taratorkin Georgi, Jantšek Svetlana";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17691-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25193_RMARHIIV.m4a
3694;PÄEVAKAJA NR. 17692 kl. 18.;RMARH-25195;"";07.10.2009;00:21:35;Vare Kai;Päevakaja;"Vare Kai, Arumäe Ruta, Mälberg Mall, Burnašev Dmitri, Kracht Kersti, Nikolajeva Irina, Eentalu Riina, Sarv Kaidi, Kärner Tiia, Püss Fred, Aun Jaanus, Ploompuu Guido, Gaškov Ago, Piirsalu Heino, Seene Andres, Kelt Toomas, Rohumaa Jaanus, Karulin Ott";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17692-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25195_RMARHIIV.m4a
3695;PÄEVAKAJA NR. 17692 kl. 20.;RMARH-25196;"";07.10.2009;00:10:53;Vare Kai;Päevakaja;"Vare Kai, Arumäe Ruta, Mälberg Mall, Lang Valter, Otsmaa Margitta, Ernits Valdor, Jõgi Ilmar, Gaškov Ago, Burnham Bonnie, Stubbs John, Raud Neeme";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17692-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25196_RMARHIIV.m4a
3696;PÄEVAKAJA NR. 17693 kl. 18.;RMARH-25291;"";08.10.2009;00:24:22;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Rasmussen Anders Fogh, Mälberg Mall, Grybauskaite Dalia, Otsmaa Margitta, Kraft Vahur, Tagel Angelika, Lipstok Andres, Ligi Jürgen, Eentalu Riina, Alvaro Alexander, Busuttil Simon, Albrecht Jan-Philipp, Kukk Kadri, Ints Tõnu, Kilk Rein, Kelt Toomas, Erastus Helen, Hallik Ülle";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17693-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25291_RMARHIIV.m4a
3697;PÄEVAKAJA NR. 17693 kl. 20.;RMARH-25292;"";08.10.2009;00:15:57;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Rasmussen Anders Fogh, Mälberg Mall, Grybauskaite Dalia, Otsmaa Margitta, Einasto Mart, Kuusk Aivar, Laanet Liisi, Põldsamm Peep, Alter Hans, Toode Andres, Raud Neeme, Paavel Meelis, Pevkur Hanno, Vilgats Ester, Kukk Ene, Oras Urmas, Kenk Olev";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17693-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25292_RMARHIIV.m4a
3698;PÄEVAKAJA NR. 17694 kl. 18.;RMARH-25293;"";09.10.2009;00:19:49;Kiisler Indrek;Päevakaja;"Kiisler Indrek, Luts Raimond, Lilleleht Ruudo, Salumäe Merike, Kelt Toomas, Neivelt Indrek, Luman Toomas, Ansip Andrus, Savisaar Edgar, Vare Raivo, Vare Kai, Rüütel Tõnis, Klaos Sander, Grauberg Martha, Rebane Peeter, Nõgene Paavo, Kalm Mart";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17694-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25293_RMARHIIV.m4a
3699;PÄEVAKAJA NR. 17694 kl. 20.;RMARH-25294;"";09.10.2009;00:15:38;Kiisler Indrek;Päevakaja;"Kiisler Indrek, Luts Raimond, Lilleleht Ruudo, Salumäe Merike, Kelt Toomas, Neivelt Indrek, Luman Toomas, Ansip Andrus, Savisaar Edgar, Vare Raivo, Vare Kai, Raud Neeme, Rebane Peeter, Nõgene Paavo, Kalm Mart";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17694-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25294_RMARHIIV.m4a
3700;PÄEVAKAJA NR. 17695 kl. 18.;RMARH-25295;"";10.10.2009;00:14:54;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Kostina Kristina, Voog Aivar, Tuude Katrin, Noorma Mart, Nõmmik Riho, Paris Krister, Riigor Indrek, Klitsner Naima, Vare Kai, Eelmaa Taavi, Õunpuu Veiko, Kissa Katrin, Vremmert Margit";https://arhiiv.err.ee/vaata/paevakaja-nr-17695-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25295_RMARHIIV.m4a
3701;PÄEVAKAJA NR. 17696 kl. 18.;RMARH-25487;"";11.10.2009;00:14:20;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Pindmaa Mae, Vabamäe Inna, Vare Kai, Juhans-Murumets Raissa, Vilgats Ester, Mark Jaan, Ojasalu Mare, Esko Niina, Otsmaa Margitta, Mätas Mare, Vesik Marju";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17696-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25487_RMARHIIV.m4a
3702;PÄEVAKAJA NR. 17697 kl. 18.;RMARH-25488;"";12.10.2009;00:20:23;Mälberg Mall;Päevakaja;"Mälberg Mall, Heinsalu Alo, Otsmaa Margitta, Sidron Eva, Reispass Selve, Toode Virve, Kenk Olev, Rõivas Taavi, Nestor Eiki, Mänd Tarmo, Toom Uku, Kelmsaar Vallo, Männik Jaan, Suurorg Lagle, Eentalu Riina, Vainola Kätlin, Jüssi Fred";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17697-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25488_RMARHIIV.m4a
3703;PÄEVAKAJA NR. 17697 kl. 20.;RMARH-25489;"";12.10.2009;00:13:27;Mälberg Mall;Päevakaja;"Mälberg Mall, Heinsalu Alo, Otsmaa Margitta, Rõivas Taavi, Nestor Eiki, Mänd Tarmo, Toom Uku, Ilves Toomas Hendrik, Kokassaar Urmas, Varul Terje, Adamovitš Heli, Rehe Aivar, Naaber Jaan, Ehrenpreis Piret";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17697-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25489_RMARHIIV.m4a
3704;PÄEVAKAJA NR. 17698 kl. 18.;RMARH-25490;"";13.10.2009;00:21:47;Kiisler Indrek;Päevakaja;"Kiisler Indrek, Randoja Peeter, Palvadre Anneli, Tõnnison Elvis, Vare Kai, Lipand Andrus, Pevkur Hanno, Rohtla Indrek, Jukk Meelis, Ehrenpreis Piret, Aav Lauri, Karjatse Tõnu, Anderson Ago, Mägi Laine, Kenk Olev";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17698-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25490_RMARHIIV.m4a
3705;PÄEVAKAJA NR. 17698 kl. 20.;RMARH-25491;"";13.10.2009;00:15:54;Kiisler Indrek;Päevakaja;"Kiisler Indrek, Randoja Peeter, Palvadre Anneli, Tõnnison Elvis, Vare Kai, Rebane Peeter, Lipand Andrus, Pevkur Hanno, Rohtla Indrek, Jukk Meelis, Ehrenpreis Piret, Sarnet Kaia, Demjanov Dmitri, Karjatse Tõnu";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17698-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25491_RMARHIIV.m4a
3706;PÄEVAKAJA NR. 17699 kl. 20.;RMARH-25531;"";14.10.2009;00:13:16;Eentalu Riina;Päevakaja;"Eentalu Riina, Dombrovskis Valdis, Ansip Andrus, Grauberg Martha, Agukas Andres, Aas Taavi, Karjatse Tõnu, Jakobson Ain, Raadik Enn, Vilgats Ester, Luus Mehis, Vesterinen Kyösti, Gaškov Ago, Vare Kai";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17699-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25531_RMARHIIV.m4a
3707;PÄEVAKAJA NR. 17699 kl. 18.;RMARH-25530;"";14.10.2009;00:20:07;Eentalu Riina;Päevakaja;"Eentalu Riina, Dombrovskis Valdis, Ansip Andrus, Grauberg Martha, Vaher Ken-Marti, Saar Indrek, Toom Uku, Agukas Andres, Aas Taavi, Karjatse Tõnu, Allikivi Raul, Traks Marta, Vare Kai";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17699-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25530_RMARHIIV.m4a
3708;PÄEVAKAJA NR. 17700 kl. 18.;RMARH-25532;"";15.10.2009;00:20:58;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Kink Elina, Pevkur Hanno, Kiisler Indrek, Perens Priit, Malmstein Raul, Žarkovski Aleksandr, Tammepuu Kadri, Suits Kadri, Otsmaa Margitta, Pajupuu Kadi, Rannamäe Anne-Mari, Ehrenpreis Piret, Abel Tiina, Karjatse Tõnu";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17700-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25532_RMARHIIV.m4a
3709;PÄEVAKAJA NR. 17700 kl. 20.;RMARH-25533;"";15.10.2009;00:14:57;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Kiisler Indrek, Perens Priit, Malmstein Raul, Aru Heli, Coyne David, Mattisen Heli, Ehrenpreis Piret, Volmer Arvo, Alperten Jüri, Mäe Aivar, Otsmaa Margitta, Karjatse Tõnu";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17700-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25533_RMARHIIV.m4a
3710;PÄEVAKAJA NR. 17701 kl. 18.;RMARH-25720;"";16.10.2009;00:18:48;Eentalu Riina;Päevakaja;"Eentalu Riina, Kriis Tarmo, Paavel Meelis, Pevkur Hanno, Mälberg Mall, Tatrik Merlin, Jõks Allar, Tamsar Toomas, Vilgats Ester, Unt Inge, Tilk Maria, Eisenschmidt Eve, Kiisler Indrek, Tüür Erkki-Sven";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17701-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25720_RMARHIIV.m4a
3711;PÄEVAKAJA NR. 17701 kl. 20.;RMARH-25721;"";16.10.2009;00:11:32;Eentalu Riina;Päevakaja;"Eentalu Riina, Kriis Tarmo, Paavel Meelis, Pevkur Hanno, Mälberg Mall, Unt Inge, Tilk Maria, Eisenschmidt Eve, Kiisler Indrek, Liivik Olev, Kukk Kalev";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17701-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25721_RMARHIIV.m4a
3712;PÄEVAKAJA NR. 17702 kl. 18.;RMARH-25722;"";17.10.2009;00:16:29;Vare Kai;Päevakaja;"Vare Kai, Kütt Küllike, Arakas Viljar, Vapper Kalev, Alber Andrus, Hvostov Andrei, Atonen Meelis, Kelmsaar Vallo, Rummo Paul-Eerik, Raudalainen Kadi, Rutter Barrie, Lumiste Jüri, Lätt Hedvig, Lankots Ilona, Talo Vambo, Käbin Rait, Šalda Toomas, Liiver Otmar, Järv Kristjan, Treier Deivi, Kenk Olev";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17702-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25722_RMARHIIV.m4a
3713;PÄEVAKAJA NR. 17703 kl. 18.;RMARH-25723;"";18.10.2009;00:15:22;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Eentalu Riina, Ehrenpreis Piret, Vilgats Ester, Nikolajev Jüri, Sibul Heiki, Heinsalu Alo, Rist Piret, Perrier Mireille";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17703-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25723_RMARHIIV.m4a
3714;PÄEVAKAJA NR. 17704 kl. 18.;RMARH-25724;"";19.10.2009;00:19:47;Eentalu Riina;Päevakaja;"Eentalu Riina, Vitsut Toomas, Šalda Toomas, Jents Kalle, Loodus Tarmo, Rist Piret, Paris Krister, Oopkaup Andres, Kukk Kadri, Aaviksoo Ain, Sabrak Helen, Grauberg Martha, Saar Jaan, Kelmsaar Vallo, Ilves Toomas Hendrik, Kivimägi Toomas";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17704-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25724_RMARHIIV.m4a
3715;PÄEVAKAJA NR. 17704 kl. 20.;RMARH-25725;"";19.10.2009;00:11:34;Eentalu Riina;Päevakaja;"Eentalu Riina, Rüütli Karel, Lember Kajar, Kelmsaar Vallo, Sutrop Margit, Vaher Berk, Ehrenpreis Piret, Oopkaup Andres, Kukk Kadri, Perkson Anti, Grauberg Martha, Keil Andres";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17704-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25725_RMARHIIV.m4a
3716;PÄEVAKAJA NR. 17705 kl. 18.;RMARH-25838;"";20.10.2009;00:21:15;Mälberg Mall;Päevakaja;"Mälberg Mall, Seppik Ain, Kiisler Indrek, Heinsalu Alo, Karjatse Tõnu, Mölder Jüri, Mardiste Peep, Ehrenpreis Piret, Holmberg Rurik, Kallaste Tiit, Eentalu Riina, Punder Neeme, Otsmaa Margitta, Lill Märt-Matis, Koldits Mart";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17705-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25838_RMARHIIV.m4a
3717;PÄEVAKAJA NR. 17705 kl. 20.;RMARH-25839;"";20.10.2009;00:12:10;Mälberg Mall;Päevakaja;"Mälberg Mall, Juhkami Mihkel, Vassiljev Rannar, Jaadla Andres, Gaškov Ago, Mölder Jüri, Mardiste Peep, Ehrenpreis Piret, Levitsa Nikolai, Zjuganov Gennadi, Kossatšov Konstantin, Paris Krister, Lill Märt-Matis, Koldits Mart, Karjatse Tõnu";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17705-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25839_RMARHIIV.m4a
3718;PÄEVAKAJA NR. 17706 kl. 18.;RMARH-25840;"";21.10.2009;00:20:58;Vare Kai;Päevakaja;"Vare Kai, Savisaar Edgar, Rüütli Karel, Mänd Tarmo, Simson Kadri, Pihl Jüri, Eentalu Riina, Kruuse Urmas, Jaanson Karin, Must Aadu, Ehrenpreis Piret, Ligi Jürgen, Nestor Eiki, Rõivas Taavi, Kelmsaar Vallo, Ross Märten, Lipstok Andres, Saks Toomas, Veermäe Egon, Järg Urmas, Otsmaa Margitta, Paet Urmas";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17706-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_25840_RMARHIIV.m4a
3719;PÄEVAKAJA NR. 17706 kl. 20.;RMARH-25841;"";21.10.2009;00:14:21;Vare Kai;Päevakaja;"Vare Kai, Savisaar Edgar, Rüütli Karel, Mänd Tarmo, Eentalu Riina, Ross Märten, Malmstein Raul, Ligi Jürgen, Otsmaa Margitta, Võhmar Tauno, Pürg Kaarel, Gaškov Ago, Jaanson Karin, Ehrenpreis Piret";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17706-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_25841_RMARHIIV.m4a
3720;PÄEVAKAJA NR. 17707 kl. 18.;RMARH-26004;"";22.10.2009;00:20:46;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Kiisler Siim-Valmar, Ligi Jürgen, Mälberg Mall, Rüütli Karel, Sõrmus Roland, Timmi Mart, Nurm Mati, Otsmaa Margitta, Vilbaum Märt, Potisepp Sirje, Kenk Olev, Pihlap Manuela, Unt Maarja, Oherd Anne-Mari, Ehrenpreis Piret, Biden Joseph";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17707-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26004_RMARHIIV.m4a
3721;PÄEVAKAJA NR. 17707 kl. 20.;RMARH-26005;"";22.10.2009;00:15:38;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Kiisler Siim-Valmar, Ligi Jürgen, Mälberg Mall, Hiiemaa Ants, Toomistu Aivo, Kenk Olev, Rüütli Karel, Kiisler Indrek, Raud Neeme, Biden Joseph, Nõlvak Rainer, Aaviksoo Ain, Truuverk Eva, Otsmaa Margitta";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17707-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26005_RMARHIIV.m4a
3722;PÄEVAKAJA NR. 17708 kl. 18.;RMARH-26006;"";23.10.2009;00:20:50;Mälberg Mall;Päevakaja;"Mälberg Mall, Saks Katrin, Kreitzberg Peeter, Vitsut Toomas, Kiisler Indrek, Vilgats Ester, Roosme Mihkel, Rein Varmo, Väli Neeme, Tiido Harri, Rõngelep Riho, Karjatse Tõnu, Burk Peeter, Puura Erik, Ehrenpreis Piret, Mardi Urmas, Adler Mirja, Valtson Valentina, Vare Kai";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17708-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26006_RMARHIIV.m4a
3723;PÄEVAKAJA NR. 17708 kl. 20.;RMARH-26007;"";23.10.2009;00:12:36;Mälberg Mall;Päevakaja;"Mälberg Mall, Simson Kadri, Kreitzberg Peeter, Karjatse Tõnu, Vilgats Ester, Roosme Mihkel, Rein Varmo, Petoffer Sigrid, Parve Valter, Vare Kai";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17708-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26007_RMARHIIV.m4a
3724;PÄEVAKAJA NR. 17709 kl. 18.;RMARH-26008;"";24.10.2009;00:17:23;Kiisler Indrek;Päevakaja;"Kiisler Indrek, Rehemaa Katrin, Pevkur Hanno, Gaškov Ago, Kagarov Etti, Järvine Jaak, Karjatse Tõnu, Palu Tiit, Šalda Toomas";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17709-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26008_RMARHIIV.m4a
3725;PÄEVAKAJA NR. 17710 kl. 18.;RMARH-26009;"";25.10.2009;00:16:15;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Palm Jane, Liimal Pille, Odinets Eduard, Grauberg Martha-Beryl, Koppel Raido, Vilgats Ester, Aas Mart, Mänd Maarja, Teppart Sulev, Ehrenpreis Piret, Elken Jaan, Hallik Ülle";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17710-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26009_RMARHIIV.m4a
3726;PÄEVAKAJA NR. 17711 kl. 18.;RMARH-26111;"";26.10.2009;00:19:18;Eentalu Riina;Päevakaja;"Eentalu Riina, Rosenberg Christoph, Lipstok Andres, Toom Uku, Pevkur Hanno, Allik Tõnis, Rehemaa Katrin, Mälberg Mall, Jüssi Mart, Ratas Rein, Voog Aivar, Grauberg Martha, Kond Ragnar";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17711-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26111_RMARHIIV.m4a
3727;PÄEVAKAJA NR. 17711 kl. 20.;RMARH-26112;"";26.10.2009;00:10:52;Eentalu Riina;Päevakaja;"Eentalu Riina, Kond Ragnar, Ansip Andrus, Kelmsaar Vallo, Pevkur Hanno, Allik Tõnis, Mälberg Mall, Rosenberg Christoph, Lipstok Andres, Toom Uku";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17711-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26112_RMARHIIV.m4a
3728;PÄEVAKAJA NR. 17712 kl. 18.;RMARH-26113;"";27.10.2009;00:22:01;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Soomere Tarmo, Jüssi Mart, Lahtvee Valdur, Ratas Rein, Aru Peep, Reiljan Villu, Toom Uku, Tarand Indrek, Ligi Jürgen, Karjatse Tõnu, Helistvee Mäidu, Kõosaar Kersti, Paur Toomas, Tupp Enn, Kelt Toomas, Lamp Hannu, Lamp Triinu, Koppel Mihkel, Kenk Olev, Lapina Natalia, Ivanov Nikolai";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17712-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26113_RMARHIIV.m4a
3729;PÄEVAKAJA NR. 17712 kl. 20.;RMARH-26114;"";27.10.2009;00:14:29;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Soomere Tarmo, Jüssi Mart, Lahtvee Valdur, Ratas Rein, Aru Peep, Reiljan Villu, Toom Uku, Tarand Indrek, Sooniste Andres, Talihärm Katrin, Grauberg Martha-Beryl, Ratnik Marika, Palu Toomas, Karjatse Tõnu, Lamp Hannu, Lamp Triinu, Kenk Olev";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17712-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26114_RMARHIIV.m4a
3730;PÄEVAKAJA NR. 17713 kl. 18.;RMARH-26220;"";28.10.2009;00:20:45;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Toom Uku, Oviir Mihkel, Savisaar Edgar, Kreitzberg Peeter, Kiisler Indrek, Sibul Heiki, Mark Ülar, Mänd Endrik, Otsmaa Margitta, Tuisk Tambet";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17713-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26220_RMARHIIV.m4a
3731;PÄEVAKAJA NR. 17713 kl. 20.;RMARH-26221;"";28.10.2009;00:15:06;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Toom Uku, Oviir Mihkel, Kiisler Indrek, Sibul Heiki, Järve Raul, Semjonov Koit, Šalda Toomas, Bergstein Julia, Laagriküll Jaanus, Õun Aate-Heli, Rist Piret";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17713-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26221_RMARHIIV.m4a
3732;PÄEVAKAJA NR. 17714 kl. 18.;RMARH-26222;"";29.10.2009;00:19:58;Mälberg Mall;Päevakaja;"Mälberg Mall, Pevkur Hanno, Ligi Jürgen, Eentalu Riina, Kukk Kadri, Otsmaa Margitta, Kruuse Urmas, Jaanson Karin, Ehrenpreis Piret, Relve Hendrik, Kelmsaar Vallo, Jaanisk Tarmo, Metsallik Eha, Kenk Olev";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17714-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26222_RMARHIIV.m4a
3733;PÄEVAKAJA NR. 17714 kl. 20.;RMARH-26223;"";29.10.2009;00:12:57;Mälberg Mall;Päevakaja;"Mälberg Mall, Pevkur Hanno, Ligi Jürgen, Eentalu Riina, Taliga Harri, Kreitzberg Peeter, Kukk Kadri, Paris Krister, Kelmsaar Vallo, Relve Hendrik";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17714-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26223_RMARHIIV.m4a
3734;Päevakaja: PÄEVAKAJA NR. 17715 kl. 18.;RMARH-26232;"";30.10.2009;00:18:20;Eentalu Riina;Päevakaja;"Eentalu Riina, Barroso Jose Manuel, Ansip Andrus, Kiisler Indrek, Karjatse Tõnu, Stahl Jana, Sepp Urmas, Jüriado Georg, Tropp Andres, Mälberg Mall, Käärats Egle, Gaškov Ago, Nigul Heli, Kivi Signe, Jahnke Solveig";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17715-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26232_RMARHIIV.m4a
3735;PÄEVAKAJA NR. 17715 kl. 20.;RMARH-26233;"";30.10.2009;00:11:11;Eentalu Riina;Päevakaja;"Eentalu Riina, Barroso Jose Manuel, Ansip Andrus, Kiisler Indrek, Kreitzberg Peeter, Gaškov Ago, Raud Erik, Kullam Indrek, Võhmar Tauno, Metsalu Maie, Stahl Jana, Sepp Urmas, Jüriado Georg, Tropp Andres, Karjatse Tõnu";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17715-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26233_RMARHIIV.m4a
3736;PÄEVAKAJA NR. 17716 kl. 18.;RMARH-26248;"";31.10.2009;00:16:56;Kiisler Indrek;Päevakaja;"Kiisler Indrek, Kreitzberg Peeter, Mälberg Mall, Nõlvak Rainer, Saar Andrus, Makarov Ivan, Veermäe Egon, Kelt Toomas, Viido Riina, Hovenbitzer Roman, Liiv Lauri, Lätt Hedvig";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17716-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26248_RMARHIIV.m4a
3737;PÄEVAKAJA NR. 17717 kl. 18.;RMARH-26289;"";01.11.2009;00:17:07;Grauberg Martha-Beryl;Päevakaja;"Grauberg Martha-Beryl, Šalda Toomas, Jaanson Tatjana, Käbin Mait, Eensalu Riivo, Mäe Vahur, Tiido Harri, Kelt Toomas, Hallik Martin, Otsmaa Margitta, Põrk Anu, Rist Piret, Ahven Reigo, Villem Mikk";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17717-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26289_RMARHIIV.m4a
3738;PÄEVAKAJA NR. 17718 kl. 18.;RMARH-26293;"";02.11.2009;00:20:01;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Toom Uku, Savisaar Edgar, Saks Katrin, Lukas Jaan, Lain Kalmer, Piiskoppel Kalle, Ansip Andrus, Dejiang Zhang, Grauberg Martha, Mägi Mart, Kärmas Avo, Ehrenpreis Piret, Kaasik Ülo, Roosmaa Tiit";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17718-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26293_RMARHIIV.m4a
3739;PÄEVAKAJA NR. 17718 kl. 20.;RMARH-26294;"";02.11.2009;00:12:35;Kelmsaar Vallo;Päevakaja;"Kelmsaar Vallo, Grauberg Martha-Beryl, Toom Uku, Kreitzberg Peeter, Reps Mailis, Hein Jaan, Mägi Mart, Kärmas Avo, Mälberg Mall, Ojaveski Ene, Soomre Ain";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17718-kl-20;https://media.err.ee:80/arhiiv/@/AUDIO/a_26294_RMARHIIV.m4a
3740;PÄEVAKAJA NR. 17719 kl. 18.;RMARH-26474;"";03.11.2009;00:20:52;Mälberg Mall;Päevakaja;"Mälberg Mall, Kiisler Indrek, Vitsut Toomas, Saks Katrin, Kukk Kadri, Almunia Joaquin, Ligi Jürgen, Vare Kai, Rehn Elisabeth, Paju Imbi, Karjatse Tõnu, Varblane Reet, Zuabi Manar, Nissim Vered";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-17719-kl-18;https://media.err.ee:80/arhiiv/@/AUDIO/a_26474_RMARHIIV.m4a
